hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
11,PREFLOP,1,0,94.0,1,0
12,PREFLOP,1,0,99.0,1,0
13,PREFLOP,1,0,92.0,1,0
15,PREFLOP,1,0,95.0,1,0
16,PREFLOP,1,0,64.0,1,0
17,PREFLOP,2,0,65.0,2,0
18,PREFLOP,1,0,88.0,1,0
19,PREFLOP,1,0,82.0,1,0
24,PREFLOP,1,0,83.0,1,0
25,PREFLOP,1,0,86.0,1,0
30,PREFLOP,1,0,100.0,1,0
33,PREFLOP,1,0,67.0,1,0
34,PREFLOP,1,0,80.0,1,0
40,PREFLOP,2,0,72.5,2,0
43,PREFLOP,1,0,79.0,1,0
46,PREFLOP,1,0,81.0,1,0
47,PREFLOP,1,0,86.0,1,0
48,PREFLOP,1,0,73.0,1,0
50,PREFLOP,1,0,68.0,1,0
52,PREFLOP,1,0,89.0,1,0
55,PREFLOP,1,0,100.0,1,0
57,PREFLOP,1,0,82.0,1,0
58,PREFLOP,1,0,89.0,1,0
60,PREFLOP,2,0,68.0,2,0
