hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,1,0,85.0,1,0
2,PREFLOP,1,0,92.0,1,0
3,PREFLOP,2,0,94.5,2,0
4,PREFLOP,2,0,63.5,2,0
5,PREFLOP,2,0,80.0,2,0
6,PREFLOP,1,0,83.0,1,0
7,PREFLOP,2,0,81.5,2,0
8,PREFLOP,2,0,78.5,2,0
9,PREFLOP,1,0,66.0,1,0
11,PREFLOP,1,0,88.0,1,0
12,PREFLOP,2,0,71.5,2,0
13,PREFLOP,1,0,92.0,1,0
14,PREFLOP,1,0,92.0,1,0
15,PREFLOP,1,0,96.0,1,0
16,PREFLOP,1,0,88.0,1,0
17,PREFLOP,2,0,84.5,2,0
18,PREFLOP,1,0,89.0,1,0
19,PREFLOP,2,0,92.0,2,0
20,PREFLOP,2,0,74.0,2,0
21,PREFLOP,1,0,78.0,1,0
22,PREFLOP,1,0,44.0,1,0
23,PREFLOP,1,0,96.0,1,0
24,PREFLOP,1,0,72.0,1,0
25,PREFLOP,2,0,86.0,2,0
26,PREFLOP,2,0,72.5,2,0
27,PREFLOP,2,0,72.0,2,0
28,PREFLOP,1,0,65.0,1,0
29,PREFLOP,2,0,81.5,2,0
30,PREFLOP,2,0,90.5,2,0
31,PREFLOP,1,0,87.0,1,0
32,PREFLOP,1,0,83.0,1,0
33,PREFLOP,2,0,84.0,2,0
34,PREFLOP,2,0,84.5,2,0
35,PREFLOP,1,0,73.0,1,0
36,PREFLOP,1,0,64.0,1,0
37,PREFLOP,2,0,84.0,2,0
38,PREFLOP,2,0,83.0,2,0
39,PREFLOP,2,0,80.0,2,0
40,PREFLOP,2,0,88.5,2,0
41,PREFLOP,2,0,85.5,2,0
42,PREFLOP,1,0,98.0,1,0
43,PREFLOP,2,0,75.5,2,0
44,PREFLOP,1,0,93.0,1,0
45,PREFLOP,2,0,69.0,2,0
46,PREFLOP,2,0,88.5,2,0
47,PREFLOP,2,0,58.5,2,0
48,PREFLOP,1,0,90.0,1,0
49,PREFLOP,2,0,88.5,2,0
50,PREFLOP,1,0,56.0,1,0
51,PREFLOP,2,0,94.0,2,0
53,PREFLOP,1,0,98.0,1,0
54,PREFLOP,1,0,80.0,1,0
55,PREFLOP,2,0,74.0,2,0
56,PREFLOP,2,0,78.0,2,0
57,PREFLOP,2,0,85.5,2,0
58,PREFLOP,2,0,77.0,2,0
59,PREFLOP,1,0,86.0,1,0
60,PREFLOP,2,0,87.0,2,0
