hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,2,0,18.0,2,0
3,PREFLOP,2,0,25.0,2,0
4,PREFLOP,1,0,25.0,1,0
6,PREFLOP,2,0,32.5,2,0
8,PREFLOP,2,0,13.0,2,0
9,PREFLOP,2,0,39.0,2,0
10,PREFLOP,2,0,25.0,2,0
11,PREFLOP,2,0,27.5,2,0
12,PREFLOP,2,0,17.0,2,0
14,PREFLOP,2,0,12.0,2,0
15,PREFLOP,2,0,43.0,2,0
18,PREFLOP,2,0,43.0,2,0
21,PREFLOP,2,0,46.0,2,0
23,PREFLOP,2,0,12.0,2,0
24,PREFLOP,2,0,18.5,2,0
25,PREFLOP,2,0,19.5,2,0
26,PREFLOP,3,0,35.0,2,0
28,PREFLOP,2,0,46.5,2,0
30,PREFLOP,2,0,33.5,2,0
31,PREFLOP,2,0,17.5,2,0
33,PREFLOP,1,0,13.0,1,0
34,PREFLOP,2,0,18.0,2,0
37,PREFLOP,1,0,25.0,1,0
38,PREFLOP,2,0,43.5,2,0
39,PREFLOP,2,0,17.0,2,0
40,PREFLOP,2,0,19.0,2,0
41,PREFLOP,2,0,43.0,2,0
42,PREFLOP,2,0,18.5,2,0
43,PREFLOP,2,0,18.0,2,0
44,PREFLOP,2,0,18.0,2,0
46,PREFLOP,2,0,33.5,2,0
47,PREFLOP,2,0,12.0,2,0
48,PREFLOP,2,0,35.5,2,0
49,PREFLOP,2,0,12.0,2,0
50,PREFLOP,2,0,17.0,2,0
51,PREFLOP,2,0,47.0,2,0
52,PREFLOP,2,0,17.0,2,0
53,PREFLOP,2,0,44.0,2,0
54,PREFLOP,2,0,19.0,2,0
56,PREFLOP,1,0,26.0,1,0
57,PREFLOP,2,0,17.0,2,0
59,PREFLOP,2,0,44.5,2,0
