hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,2,0,79.5,2,0
2,PREFLOP,1,0,99.0,1,0
3,PREFLOP,1,0,100.0,1,0
4,PREFLOP,2,0,77.0,2,0
5,PREFLOP,2,0,93.0,2,0
6,PREFLOP,1,0,95.0,1,0
7,PREFLOP,1,0,96.0,1,0
8,PREFLOP,1,0,99.0,1,0
9,PREFLOP,2,0,92.5,2,0
10,PREFLOP,1,0,92.0,1,0
11,PREFLOP,1,0,96.0,1,0
12,PREFLOP,2,0,67.0,2,0
13,PREFLOP,2,0,84.5,2,0
14,PREFLOP,1,0,74.0,1,0
15,PREFLOP,1,0,94.0,1,0
16,PREFLOP,1,0,79.0,1,0
17,PREFLOP,2,0,87.0,2,0
18,PREFLOP,1,0,90.0,1,0
19,PREFLOP,2,0,87.0,2,0
20,PREFLOP,1,0,97.0,1,0
21,PREFLOP,2,0,77.0,2,0
22,PREFLOP,1,0,96.0,1,0
23,PREFLOP,2,0,60.0,2,0
24,PREFLOP,2,0,94.5,2,0
25,PREFLOP,1,0,85.0,1,0
26,PREFLOP,2,0,90.5,2,0
27,PREFLOP,1,0,99.0,1,0
28,PREFLOP,2,0,92.5,2,0
29,PREFLOP,1,0,100.0,1,0
30,PREFLOP,1,0,99.0,1,0
31,PREFLOP,2,0,96.0,2,0
32,PREFLOP,1,0,99.0,1,0
33,PREFLOP,2,0,91.5,2,0
34,PREFLOP,2,0,78.5,2,0
35,PREFLOP,1,0,97.0,1,0
36,PREFLOP,2,0,71.5,2,0
37,PREFLOP,2,0,87.5,2,0
38,PREFLOP,2,0,79.0,2,0
39,PREFLOP,2,0,55.0,2,0
40,PREFLOP,2,0,89.0,2,0
42,PREFLOP,1,0,80.0,1,0
43,PREFLOP,1,0,83.0,1,0
44,PREFLOP,2,0,84.0,2,0
45,PREFLOP,2,0,89.5,2,0
46,PREFLOP,2,0,83.5,2,0
47,PREFLOP,2,0,83.5,2,0
52,PREFLOP,1,0,92.0,1,0
58,PREFLOP,1,0,89.0,1,0
60,PREFLOP,2,0,71.5,2,0
