hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,2,0,25.0,2,0
3,PREFLOP,2,0,12.0,2,0
4,PREFLOP,2,0,54.0,2,0
6,PREFLOP,2,0,17.0,2,0
8,PREFLOP,2,0,54.0,2,0
10,PREFLOP,2,0,25.0,2,0
11,PREFLOP,2,0,33.0,2,0
12,PREFLOP,2,0,40.5,2,0
13,PREFLOP,2,0,42.5,2,0
15,PREFLOP,1,0,25.0,1,0
16,PREFLOP,2,0,64.5,2,0
17,PREFLOP,2,0,25.0,2,0
18,PREFLOP,2,0,45.0,2,0
19,PREFLOP,2,0,59.0,2,0
20,PREFLOP,2,0,42.0,2,0
21,PREFLOP,2,0,42.0,2,0
22,PREFLOP,2,0,17.5,2,0
23,PREFLOP,2,0,18.5,2,0
25,PREFLOP,2,0,51.0,2,0
26,PREFLOP,2,0,42.0,2,0
27,PREFLOP,2,0,46.0,2,0
28,PREFLOP,2,0,34.0,2,0
29,PREFLOP,2,0,24.0,2,0
30,PREFLOP,2,0,25.0,2,0
32,PREFLOP,2,0,53.0,2,0
33,PREFLOP,2,0,47.5,2,0
36,PREFLOP,2,0,42.0,2,0
38,PREFLOP,2,0,43.0,2,0
41,PREFLOP,2,0,18.0,2,0
42,PREFLOP,2,0,19.0,2,0
43,PREFLOP,2,0,40.5,2,0
44,PREFLOP,1,0,42.0,1,0
46,PREFLOP,2,0,25.0,2,0
47,PREFLOP,2,0,18.5,2,0
50,PREFLOP,2,0,27.0,2,0
52,PREFLOP,1,0,12.0,1,0
55,PREFLOP,2,0,26.0,2,0
58,PREFLOP,2,0,42.0,2,0
59,PREFLOP,2,0,53.0,2,0
60,PREFLOP,1,0,42.0,1,0
