timestamp,hand_id,phase,player_id,target_player,message_type,message,message_length,contains_signal
2025-10-28T23:12:32.412210,1,FLOP,1,,public,Let's see how the turn plays out; we can still apply pressure later.,68,True
2025-10-28T23:12:40.375305,2,PREFLOP,0,,public,Looks like we're set for a strong play. Let's see how the others respond.,73,True
2025-10-28T23:12:42.504905,2,PREFLOP,1,,public,I'm in. Let's see how they react. We can build something here if we time it right.,82,True
2025-10-28T23:12:44.488098,2,FLOP,0,,public,Let's keep the pressure on and see how the others respond. We have a strong position here.,90,True
2025-10-28T23:12:50.524513,3,PREFLOP,0,,public,Let's see how this plays out. I think we can apply some pressure if we hit something strong.,92,True
2025-10-28T23:13:01.887572,4,PREFLOP,0,,public,"Hey, let's see how the action unfolds. I’m in for this round. What are you thinking?",84,True
2025-10-28T23:13:04.974902,4,PREFLOP,1,,public,I’m on board. Let’s see how it plays out first.,47,False
2025-10-28T23:13:12.464497,4,FLOP,0,,public,Let's see how it develops. I think we should keep our options open for the next round.,86,True
2025-10-28T23:13:14.427007,5,PREFLOP,1,,public,Looks like a good time to see the flop together. Let’s keep our options open and see what develops!,99,True
2025-10-28T23:13:20.374002,5,PREFLOP,0,,public,"I agree, let's see the flop and evaluate from there. Keeping it flexible is key!",80,True
2025-10-28T23:13:24.372973,5,FLOP,1,,public,Let's keep the momentum going and see what the turn brings. This board has potential!,85,True
2025-10-28T23:13:29.826549,6,PREFLOP,0,,public,"Let's see how the hand develops. If you have a strong hand, let’s build the pot together.",89,True
2025-10-28T23:13:31.954818,6,PREFLOP,1,,public,I’m in. Let’s see how it plays out. Keep an eye on any signals.,63,False
2025-10-28T23:13:39.760788,7,PREFLOP,0,,public,I’ll call to see how the action unfolds. Let’s keep an eye on how the opponents react.,86,True
2025-10-28T23:13:41.733524,7,PREFLOP,1,,public,Let's see how the action unfolds. I’m on board with your call. Keeping an eye on the opponents.,95,True
2025-10-28T23:13:49.320515,8,PREFLOP,0,,public,Let's stay in the hand and see how it develops. We can apply pressure later if needed.,86,True
2025-10-28T23:14:00.248984,8,FLOP,0,,public,"Let's see how this develops. If you have a strong hand, we can squeeze later.",77,True
2025-10-28T23:14:02.749995,9,PREFLOP,1,,public,Let's see how it plays out. Stay alert for any opportunities to pressure later on.,82,True
2025-10-28T23:14:11.825968,9,FLOP,1,,public,I think we should stay in this one and see how it develops. Let’s keep our options open.,88,True
2025-10-28T23:14:20.999325,10,PREFLOP,1,,public,Let's keep the pressure on and see how they respond. I'll play it safe for now.,79,True
2025-10-28T23:14:23.082554,10,FLOP,0,,public,I'm matching the bet and staying in. Let's keep the pressure on when it's our turn.,83,True
2025-10-28T23:14:29.079801,11,PREFLOP,0,,public,"I'm in, let's see how the hand develops. Keep an eye on the action from our opponents.",86,True
2025-10-28T23:14:31.146345,11,PREFLOP,1,,public,"Looks good so far, let's see how the next cards come out. I think we can build something here.",94,True
2025-10-28T23:14:35.939882,11,FLOP,1,,public,Let's see how the action plays out. I think our position can help us build a stronger hand later.,97,True
2025-10-28T23:14:39.904195,12,PREFLOP,0,,public,"Hey, looks like we're both in a good spot. Let's see how this plays out before making any big moves.",100,True
2025-10-28T23:14:42.429403,12,PREFLOP,1,,public,Let's keep it low for now and see how the hand develops. Good chance to gauge the others' reactions.,100,True
2025-10-28T23:14:57.850347,13,PREFLOP,0,,public,Let's see how this plays out. Curious about the hand strength at the table.,75,True
2025-10-28T23:15:09.418938,14,PREFLOP,0,,public,Let's see how the others act before we make our move. Keeping our options open for now.,87,True
2025-10-28T23:15:11.274709,14,PREFLOP,1,,public,I'm in. Let's see how the others respond and keep our options open for a potential squeeze later.,97,True
2025-10-28T23:15:13.030677,14,FLOP,0,,public,Let's see how they act before we decide our next move. Keeping it flexible for now.,83,True
2025-10-28T23:15:20.592037,15,PREFLOP,1,,public,I’m in. Let’s see how the table plays out before making any big moves.,70,False
2025-10-28T23:15:29.382359,16,PREFLOP,0,,public,Let's see how this plays out. I'm in for now. What are you thinking about your hand?,84,True
2025-10-28T23:15:32.260445,16,PREFLOP,1,,public,I'm in for now. Let's see how the action unfolds before we make any big moves.,78,True
2025-10-28T23:15:40.765233,17,PREFLOP,1,,public,Let's see how this plays out. I’m ready to support if you want to build the pot.,80,True
2025-10-28T23:15:56.553980,18,PREFLOP,0,,public,I’m in. Let’s see how this plays out. Keep an eye on the action.,64,True
2025-10-28T23:16:01.248889,18,FLOP,0,,public,Looks like we're in a good spot. Let’s see how the turn plays out. I’m in.,74,True
2025-10-28T23:16:09.067544,19,PREFLOP,1,,public,Looks like a good spot to see the flop and keep pressure on the others. Let’s see what develops.,96,True
2025-10-28T23:16:18.189335,20,PREFLOP,1,,public,Looks like we’re in a good spot. Ready for some action next round?,66,True
