hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,1,0,90.0,1,0
2,PREFLOP,1,0,87.0,1,0
4,PREFLOP,2,0,88.0,2,0
5,PREFLOP,2,0,70.0,2,0
6,PREFLOP,2,0,82.0,2,0
7,PREFLOP,1,0,92.0,1,0
8,PREFLOP,1,0,89.0,1,0
9,PREFLOP,1,0,80.0,1,0
11,PREFLOP,2,0,91.0,2,0
12,PREFLOP,2,0,83.5,2,0
13,PREFLOP,1,0,79.0,1,0
14,PREFLOP,2,0,75.0,2,0
17,PREFLOP,1,0,69.0,1,0
18,PREFLOP,2,0,92.5,2,0
19,PREFLOP,1,0,90.0,1,0
20,PREFLOP,2,0,82.5,2,0
21,PREFLOP,2,0,95.0,2,0
22,PREFLOP,1,0,65.0,1,0
23,PREFLOP,2,0,88.0,2,0
24,PREFLOP,2,0,85.5,2,0
25,PREFLOP,1,0,94.0,1,0
26,PREFLOP,2,0,77.5,2,0
27,PREFLOP,2,0,91.5,2,0
28,PREFLOP,1,0,82.0,1,0
29,PREFLOP,2,0,92.0,2,0
30,PREFLOP,1,0,84.0,1,0
31,PREFLOP,1,0,82.0,1,0
32,PREFLOP,1,0,75.0,1,0
33,PREFLOP,2,0,83.0,2,0
34,PREFLOP,2,0,72.0,2,0
35,PREFLOP,2,0,99.5,2,0
37,PREFLOP,2,0,83.5,2,0
38,PREFLOP,1,0,97.0,1,0
39,PREFLOP,1,0,75.0,1,0
40,PREFLOP,1,0,95.0,1,0
41,PREFLOP,1,0,93.0,1,0
42,PREFLOP,2,0,67.0,2,0
43,PREFLOP,2,0,87.0,2,0
44,PREFLOP,2,0,98.0,2,0
45,PREFLOP,1,0,68.0,1,0
46,PREFLOP,2,0,89.0,2,0
47,PREFLOP,1,0,79.0,1,0
48,PREFLOP,2,0,90.5,2,0
50,PREFLOP,1,0,83.0,1,0
51,PREFLOP,2,0,90.0,2,0
52,PREFLOP,1,0,90.0,1,0
53,PREFLOP,1,0,98.0,1,0
54,PREFLOP,2,0,87.0,2,0
55,PREFLOP,1,0,84.0,1,0
56,PREFLOP,1,0,91.0,1,0
57,PREFLOP,1,0,88.0,1,0
58,PREFLOP,1,0,100.0,1,0
59,PREFLOP,2,0,96.5,2,0
60,PREFLOP,2,0,93.5,2,0
