hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,1,0,74.0,1,0
3,PREFLOP,1,0,67.0,1,0
4,PREFLOP,2,0,70.5,2,0
5,PREFLOP,2,0,85.0,2,0
7,PREFLOP,2,0,82.5,2,0
8,PREFLOP,2,0,80.0,2,0
9,PREFLOP,2,0,66.0,2,0
10,PREFLOP,2,0,77.5,2,0
11,PREFLOP,2,0,86.5,2,0
12,PREFLOP,2,0,98.5,2,0
13,PREFLOP,2,0,84.5,2,0
14,PREFLOP,1,0,90.0,1,0
15,PREFLOP,2,0,95.0,2,0
16,PREFLOP,1,0,94.0,1,0
17,PREFLOP,1,0,76.0,1,0
18,PREFLOP,2,0,82.5,2,0
19,PREFLOP,2,0,80.5,2,0
20,PREFLOP,1,0,75.0,1,0
21,PREFLOP,2,0,80.0,2,0
22,PREFLOP,1,0,87.0,1,0
23,PREFLOP,2,0,83.5,2,0
25,PREFLOP,1,0,90.0,1,0
26,PREFLOP,1,0,91.0,1,0
27,PREFLOP,2,0,88.0,2,0
28,PREFLOP,2,0,95.0,2,0
29,PREFLOP,2,0,61.0,2,0
30,PREFLOP,1,0,80.0,1,0
31,PREFLOP,2,0,83.5,2,0
32,PREFLOP,1,0,88.0,1,0
33,PREFLOP,1,0,84.0,1,0
34,PREFLOP,1,0,60.0,1,0
35,PREFLOP,2,0,86.0,2,0
36,PREFLOP,1,0,88.0,1,0
37,PREFLOP,1,0,94.0,1,0
38,PREFLOP,2,0,86.0,2,0
39,PREFLOP,1,0,83.0,1,0
40,PREFLOP,2,0,79.0,2,0
41,PREFLOP,2,0,95.5,2,0
43,PREFLOP,2,0,91.5,2,0
45,PREFLOP,1,0,88.0,1,0
47,PREFLOP,1,0,98.0,1,0
48,PREFLOP,1,0,90.0,1,0
49,PREFLOP,1,0,96.0,1,0
50,PREFLOP,1,0,92.0,1,0
51,PREFLOP,2,0,96.0,2,0
52,PREFLOP,1,0,70.0,1,0
53,PREFLOP,2,0,83.0,2,0
54,PREFLOP,2,0,79.0,2,0
55,PREFLOP,2,0,95.5,2,0
56,PREFLOP,2,0,92.0,2,0
57,PREFLOP,1,0,82.0,1,0
58,PREFLOP,1,0,91.0,1,0
59,PREFLOP,2,0,79.5,2,0
