hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,2,0,12.0,2,0
2,PREFLOP,2,0,18.0,2,0
4,PREFLOP,1,0,39.0,1,0
6,PREFLOP,1,0,13.0,1,0
7,PREFLOP,2,0,25.0,2,0
9,PREFLOP,2,0,25.0,2,0
10,PREFLOP,2,0,12.0,2,0
12,PREFLOP,1,0,48.0,1,0
13,PREFLOP,2,0,13.0,2,0
15,PREFLOP,2,0,46.0,2,0
16,PREFLOP,2,0,19.0,2,0
17,PREFLOP,2,0,24.0,2,0
18,PREFLOP,2,0,25.0,2,0
20,PREFLOP,2,0,13.0,2,0
22,PREFLOP,2,0,18.5,2,0
26,PREFLOP,2,0,12.0,2,0
28,PREFLOP,3,0,49.0,2,0
29,PREFLOP,2,0,12.0,2,0
30,PREFLOP,2,0,18.5,2,0
31,PREFLOP,2,0,18.0,2,0
32,PREFLOP,2,0,17.0,2,0
33,PREFLOP,2,0,18.0,2,0
35,PREFLOP,2,0,18.0,2,0
36,PREFLOP,2,0,13.0,2,0
39,PREFLOP,1,0,25.0,1,0
42,PREFLOP,2,0,49.0,2,0
43,PREFLOP,2,0,12.0,2,0
45,PREFLOP,2,0,49.5,2,0
46,PREFLOP,2,0,42.0,2,0
48,PREFLOP,2,0,12.0,2,0
49,PREFLOP,1,0,25.0,1,0
50,PREFLOP,2,0,17.0,2,0
51,PREFLOP,2,0,42.5,2,0
53,PREFLOP,2,0,12.5,2,0
54,PREFLOP,2,0,42.0,2,0
55,PREFLOP,2,0,18.0,2,0
56,PREFLOP,2,0,12.0,2,0
57,PREFLOP,2,0,12.0,2,0
