hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
2,PREFLOP,2,0,18.0,2,0
3,PREFLOP,2,0,13.0,2,0
5,PREFLOP,2,0,48.5,2,0
7,PREFLOP,2,0,18.0,2,0
7,FLOP,1,0,13.0,1,0
10,PREFLOP,2,0,18.5,2,0
11,PREFLOP,2,0,26.0,2,0
13,PREFLOP,2,0,18.0,2,0
14,PREFLOP,2,0,12.0,2,0
18,PREFLOP,2,0,12.0,2,0
20,PREFLOP,2,0,42.0,2,0
21,PREFLOP,2,0,13.0,2,0
22,PREFLOP,2,0,13.0,2,0
23,PREFLOP,2,0,17.0,2,0
24,PREFLOP,2,0,17.0,2,0
25,PREFLOP,2,0,12.0,2,0
26,PREFLOP,2,0,18.5,2,0
28,PREFLOP,2,0,33.5,2,0
30,PREFLOP,2,0,12.0,2,0
31,PREFLOP,2,0,18.0,2,0
32,PREFLOP,2,0,17.0,2,0
33,PREFLOP,2,0,18.0,2,0
35,PREFLOP,2,0,12.0,2,0
36,PREFLOP,2,0,13.0,2,0
37,PREFLOP,2,0,13.0,2,0
38,PREFLOP,2,0,12.0,2,0
43,PREFLOP,2,0,12.0,2,0
45,PREFLOP,2,0,19.0,2,0
46,PREFLOP,2,0,12.0,2,0
47,PREFLOP,2,0,13.0,2,0
48,PREFLOP,2,0,19.0,2,0
50,PREFLOP,2,0,19.0,2,0
51,PREFLOP,2,0,13.0,2,0
52,PREFLOP,2,0,12.0,2,0
53,PREFLOP,2,0,31.0,2,0
57,PREFLOP,2,0,18.0,2,0
58,PREFLOP,2,0,12.0,2,0
59,PREFLOP,2,0,53.0,2,0
60,PREFLOP,2,0,12.0,2,0
