hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,2,0,51.0,2,0
3,PREFLOP,2,0,17.5,2,0
4,PREFLOP,2,0,58.5,2,0
7,PREFLOP,2,0,33.5,2,0
8,PREFLOP,2,0,28.0,2,0
10,PREFLOP,2,0,25.0,2,0
12,PREFLOP,2,0,38.5,2,0
13,PREFLOP,2,0,47.0,2,0
14,PREFLOP,2,0,50.5,2,0
15,PREFLOP,2,0,47.5,2,0
16,PREFLOP,2,0,25.0,2,0
17,PREFLOP,2,0,52.0,2,0
18,PREFLOP,2,0,33.0,2,0
19,PREFLOP,2,0,42.0,2,0
20,PREFLOP,1,0,12.0,1,0
21,PREFLOP,2,0,17.5,2,0
23,PREFLOP,2,0,33.0,2,0
24,PREFLOP,2,0,13.0,2,0
26,PREFLOP,1,0,25.0,1,0
29,PREFLOP,2,0,13.0,2,0
30,PREFLOP,2,0,42.0,2,0
33,PREFLOP,1,0,26.0,1,0
35,PREFLOP,2,0,55.0,2,0
37,PREFLOP,1,0,32.0,1,0
38,PREFLOP,2,0,39.5,2,0
39,PREFLOP,1,0,45.0,1,0
40,PREFLOP,2,0,25.0,2,0
42,PREFLOP,2,0,49.0,2,0
44,PREFLOP,2,0,49.5,2,0
45,PREFLOP,2,0,43.5,2,0
46,PREFLOP,2,0,49.0,2,0
47,PREFLOP,2,0,19.0,2,0
48,PREFLOP,2,0,25.0,2,0
49,PREFLOP,2,0,45.0,2,0
50,PREFLOP,2,0,29.0,2,0
51,PREFLOP,2,0,12.0,2,0
52,PREFLOP,2,0,25.0,2,0
54,PREFLOP,2,0,22.5,2,0
56,PREFLOP,2,0,44.0,2,0
57,PREFLOP,1,0,25.0,1,0
59,PREFLOP,2,0,42.0,2,0
60,PREFLOP,1,0,33.0,1,0
