hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,1,0,76.0,1,0
2,PREFLOP,1,0,90.0,1,0
3,PREFLOP,2,0,99.0,2,0
4,PREFLOP,1,0,78.0,1,0
6,PREFLOP,1,0,86.0,1,0
7,PREFLOP,1,0,77.0,1,0
8,PREFLOP,2,0,84.0,2,0
9,PREFLOP,2,0,73.5,2,0
10,PREFLOP,1,0,77.0,1,0
11,PREFLOP,2,0,92.5,2,0
12,PREFLOP,2,0,84.0,2,0
13,PREFLOP,1,0,54.0,1,0
14,PREFLOP,2,0,86.0,2,0
15,PREFLOP,2,0,82.0,2,0
16,PREFLOP,1,0,97.0,1,0
17,PREFLOP,2,0,99.5,2,0
18,PREFLOP,2,0,66.0,2,0
20,PREFLOP,2,0,79.5,2,0
21,PREFLOP,1,0,76.0,1,0
22,PREFLOP,2,0,64.0,2,0
23,PREFLOP,2,0,81.0,2,0
24,PREFLOP,1,0,86.0,1,0
25,PREFLOP,1,0,89.0,1,0
26,PREFLOP,1,0,97.0,1,0
29,PREFLOP,1,0,84.0,1,0
30,PREFLOP,1,0,92.0,1,0
32,PREFLOP,2,0,72.5,2,0
33,PREFLOP,2,0,87.5,2,0
34,PREFLOP,2,0,79.0,2,0
35,PREFLOP,2,0,81.5,2,0
36,PREFLOP,1,0,94.0,1,0
37,PREFLOP,2,0,90.5,2,0
38,PREFLOP,2,0,87.5,2,0
40,PREFLOP,1,0,89.0,1,0
41,PREFLOP,1,0,82.0,1,0
42,PREFLOP,1,0,82.0,1,0
43,PREFLOP,1,0,92.0,1,0
44,PREFLOP,2,0,88.0,2,0
45,PREFLOP,1,0,79.0,1,0
46,PREFLOP,1,0,60.0,1,0
47,PREFLOP,2,0,96.5,2,0
48,PREFLOP,2,0,73.0,2,0
49,PREFLOP,2,0,86.5,2,0
50,PREFLOP,2,0,95.5,2,0
51,PREFLOP,1,0,74.0,1,0
52,PREFLOP,1,0,97.0,1,0
54,PREFLOP,1,0,89.0,1,0
55,PREFLOP,1,0,66.0,1,0
56,PREFLOP,1,0,89.0,1,0
57,PREFLOP,2,0,79.0,2,0
58,PREFLOP,1,0,89.0,1,0
59,PREFLOP,2,0,74.0,2,0
60,PREFLOP,2,0,85.0,2,0
