hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
2,PREFLOP,2,0,38.0,2,0
4,PREFLOP,1,0,24.0,1,0
5,PREFLOP,2,0,44.0,2,0
6,PREFLOP,2,0,17.0,2,0
7,PREFLOP,2,0,42.5,2,0
9,PREFLOP,2,0,25.0,2,0
10,PREFLOP,2,0,13.0,2,0
12,PREFLOP,2,0,32.0,2,0
13,PREFLOP,2,0,33.5,2,0
14,PREFLOP,2,0,44.0,2,0
18,PREFLOP,2,0,13.0,2,0
20,PREFLOP,2,0,40.0,2,0
21,PREFLOP,2,0,54.0,2,0
22,PREFLOP,2,0,12.0,2,0
23,PREFLOP,2,0,35.0,2,0
24,PREFLOP,2,0,53.0,2,0
26,PREFLOP,2,0,13.0,2,0
27,PREFLOP,2,0,35.5,2,0
28,PREFLOP,2,0,30.0,2,0
29,PREFLOP,2,0,28.0,2,0
35,PREFLOP,2,0,12.0,2,0
36,PREFLOP,2,0,23.5,2,0
40,PREFLOP,2,0,25.5,2,0
42,PREFLOP,2,0,46.5,2,0
43,PREFLOP,2,0,24.0,2,0
45,PREFLOP,2,0,18.0,2,0
47,PREFLOP,2,0,33.5,2,0
48,PREFLOP,2,0,39.5,2,0
49,PREFLOP,2,0,41.0,2,0
52,PREFLOP,2,0,17.5,2,0
54,PREFLOP,2,0,12.5,2,0
55,PREFLOP,2,0,13.0,2,0
56,PREFLOP,2,0,31.5,2,0
57,PREFLOP,2,0,33.0,2,0
58,PREFLOP,2,0,35.5,2,0
59,PREFLOP,2,0,43.0,2,0
60,PREFLOP,2,0,18.5,2,0
