timestamp,hand_id,phase,player_id,target_player,message_type,message,message_length,contains_signal
2025-10-28T17:09:13.732469,1,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:09:15.645181,1,PREFLOP,1,,public,"I'm with you, let's see the next card.",38,True
2025-10-28T17:09:22.615634,2,PREFLOP,1,,public,Saving for better spot.,23,False
2025-10-28T17:09:28.248255,2,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:09:32.255871,3,PREFLOP,0,,public,"I'm with you, let's see how this develops.",42,True
2025-10-28T17:09:33.464557,3,PREFLOP,1,,public,Saving for a better spot.,25,False
2025-10-28T17:09:35.356456,3,FLOP,0,,public,"I'm with you, let's see how this develops.",42,True
2025-10-28T17:09:38.525932,4,PREFLOP,0,,public,Saving for a better spot.,25,False
2025-10-28T17:09:39.603248,4,PREFLOP,1,,public,I'm with you.,13,False
2025-10-28T17:09:42.001764,4,FLOP,1,,public,I'm with you.,13,False
2025-10-28T17:09:43.435509,5,PREFLOP,0,,public,Saving for better spot,22,False
2025-10-28T17:09:44.727489,5,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:09:51.233138,6,PREFLOP,1,,public,I'm with you on this one!,25,False
2025-10-28T17:09:54.581237,6,PREFLOP,0,,public,I'm with you on this one!,25,False
2025-10-28T17:09:56.105548,6,FLOP,1,,public,I'm with you on this one!,25,False
2025-10-28T17:09:59.338132,7,PREFLOP,0,,public,Saving for a better spot with my hand.,38,False
2025-10-28T17:10:00.844204,7,PREFLOP,1,,public,Saving for a better spot with my hand.,38,False
2025-10-28T17:10:06.249108,8,PREFLOP,0,,public,"I'm with you, let's see the flop together!",42,True
2025-10-28T17:10:08.321221,8,PREFLOP,1,,public,Saving for better spot. Let's regroup.,38,True
2025-10-28T17:10:14.328533,9,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:10:15.346185,9,PREFLOP,1,,public,I'm with you.,13,False
2025-10-28T17:10:20.243483,10,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:10:24.224976,10,PREFLOP,0,,public,Saving for better spot,22,False
2025-10-28T17:10:27.015418,10,FLOP,1,,public,I'm with you,12,False
2025-10-28T17:10:31.795367,11,PREFLOP,0,,public,Saving for a better spot.,25,False
2025-10-28T17:10:33.227818,11,PREFLOP,1,,public,"I'm with you, let's build this pot!",35,True
2025-10-28T17:10:36.780898,12,PREFLOP,0,,public,I'm with you!,13,False
2025-10-28T17:10:37.903066,12,PREFLOP,1,,public,I'm with you!,13,False
2025-10-28T17:10:40.791427,12,FLOP,1,,public,I'm with you! Let's build this pot together.,44,True
2025-10-28T17:10:43.621246,13,PREFLOP,0,,public,"I'm with you, let's see the flop together.",42,True
2025-10-28T17:10:45.186833,13,PREFLOP,1,,public,"I'm with you, let's build the pot together.",43,True
2025-10-28T17:10:50.413319,13,FLOP,0,,public,"I'm with you, let's build the pot together.",43,True
2025-10-28T17:10:51.945659,14,PREFLOP,1,,public,Saving for better spot.,23,False
2025-10-28T17:10:55.940067,14,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:11:02.204971,15,PREFLOP,0,,public,"I'm with you, ready to build this pot!",38,False
2025-10-28T17:11:03.337930,15,PREFLOP,1,,public,Saving for better spot,22,False
2025-10-28T17:11:05.056349,15,FLOP,0,,public,"I'm with you, ready to build this pot!",38,False
2025-10-28T17:11:08.312969,16,PREFLOP,0,,public,Saving for better spot,22,False
2025-10-28T17:11:09.206457,16,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:11:11.287230,17,PREFLOP,0,,public,Saving for better spot with our chips.,38,True
2025-10-28T17:11:12.683957,17,PREFLOP,1,,public,"I'm with you, let's see the next cards together.",48,True
2025-10-28T17:11:18.494401,18,PREFLOP,1,,public,I'm with you on this one!,25,False
2025-10-28T17:11:23.421405,18,PREFLOP,0,,public,I'm with you on this one! Let's build the pot together.,55,True
2025-10-28T17:11:26.384235,18,FLOP,1,,public,I'm with you on this one! Let's build the pot together.,55,True
2025-10-28T17:11:30.778484,19,PREFLOP,0,,public,"I'm with you, let's build this pot together!",44,True
2025-10-28T17:11:32.045818,19,PREFLOP,1,,public,I'm with you to build this pot!,31,False
2025-10-28T17:11:33.020346,19,FLOP,0,,public,I'm with you to build this pot!,31,False
2025-10-28T17:11:36.510505,20,PREFLOP,0,,public,I'm with you!,13,False
2025-10-28T17:11:37.658716,20,PREFLOP,1,,public,Saving for better spot.,23,False
2025-10-28T17:11:40.039209,21,PREFLOP,0,,public,I'm with you. Let's see the flop together.,42,True
2025-10-28T17:11:41.913887,21,PREFLOP,1,,public,I'm with you. Let's see the flop together.,42,True
2025-10-28T17:11:45.708219,21,FLOP,0,,public,I'm with you. Let's build this pot together.,44,True
2025-10-28T17:11:46.910924,22,PREFLOP,1,,public,Saving for better spot,22,False
2025-10-28T17:11:50.208089,22,PREFLOP,0,,public,I'm with you.,13,False
2025-10-28T17:11:53.832197,23,PREFLOP,0,,public,I'm with you on this one!,25,False
2025-10-28T17:11:55.057798,23,PREFLOP,1,,public,I'm with you on this one!,25,False
