timestamp,hand_id,phase,player_id,target_player,message_type,message,message_length,contains_signal
2025-10-28T20:30:20.162857,1,PREFLOP,0,,public,I'm with you!,13,False
2025-10-28T20:30:21.379036,1,PREFLOP,1,,public,I'm with you!,13,False
2025-10-28T20:30:23.857752,1,FLOP,1,,public,I'm with you!,13,False
2025-10-28T20:30:26.286842,2,PREFLOP,0,,public,Saving for a better spot. Let's be cautious.,44,True
2025-10-28T20:30:36.316654,2,PREFLOP,1,,public,"I'm with you, let's see how this develops.",42,True
2025-10-28T20:31:04.956362,3,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T20:31:34.797666,3,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T20:31:45.659815,3,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T20:31:46.639413,3,FLOP,0,,public,"I'm with you, let's build the pot together.",43,True
2025-10-28T20:31:47.670409,3,FLOP,1,,public,"I'm with you, let's keep building the pot.",42,True
2025-10-28T20:32:09.116942,4,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T20:32:18.948584,4,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T20:32:29.067096,4,FLOP,0,,public,"I'm with you, let's keep building this pot together.",52,True
2025-10-28T20:33:06.713570,5,PREFLOP,0,,public,I'm with you on this one.,25,False
2025-10-28T20:33:07.979549,5,PREFLOP,1,,public,I'm with you on this one.,25,False
2025-10-28T20:33:10.248456,5,FLOP,1,,public,I'm with you on this one.,25,False
2025-10-28T20:33:38.196528,6,PREFLOP,1,,public,Saving for a better spot.,25,False
2025-10-28T20:34:14.743736,7,PREFLOP,1,,public,I'm with you!,13,False
2025-10-28T20:34:26.887641,7,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T20:34:27.960960,7,FLOP,1,,public,I'm with you!,13,False
2025-10-28T20:34:31.165738,8,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T20:34:41.018703,8,PREFLOP,1,,public,Saving for better spot.,23,False
2025-10-28T20:35:01.237808,9,PREFLOP,0,,public,I'm with you on this hand.,26,False
2025-10-28T20:35:11.537166,9,PREFLOP,1,,public,I'm with you on this hand.,26,False
2025-10-28T20:35:13.943237,9,FLOP,1,,public,I'm with you on this hand.,26,False
2025-10-28T20:35:15.119964,10,PREFLOP,0,,public,I'm with you on this one.,25,False
2025-10-28T20:35:16.458260,10,PREFLOP,1,,public,I'm with you on this one.,25,False
2025-10-28T20:35:19.908086,10,FLOP,0,,public,I'm with you on this one.,25,False
2025-10-28T20:35:21.205565,11,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T20:35:33.346911,11,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T20:36:01.949637,11,FLOP,1,,public,I'm with you,12,False
2025-10-28T20:36:10.368163,12,PREFLOP,0,,public,I'm with you.,13,False
2025-10-28T20:36:11.666713,12,PREFLOP,1,,public,I'm with you.,13,False
2025-10-28T20:36:12.737497,12,FLOP,0,,public,"I'm with you, let's keep building this pot.",43,True
2025-10-28T20:36:23.635315,13,PREFLOP,0,,public,Saving for a better spot.,25,False
2025-10-28T20:36:42.423254,14,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T20:36:43.375019,14,PREFLOP,1,,public,I'm with you.,13,False
2025-10-28T20:37:42.096891,15,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T20:37:45.765927,16,PREFLOP,0,,public,I'm with you on this one!,25,False
2025-10-28T20:37:56.008185,16,PREFLOP,1,,public,Saving for better spot.,23,False
2025-10-28T20:37:58.356952,17,PREFLOP,0,,public,I'm with you on this one.,25,False
