hand_id,phase,total_messages,private_messages,avg_message_length,unique_speakers,potential_signals
1,PREFLOP,2,0,12.0,2,0
2,PREFLOP,3,0,25.0,2,0
3,PREFLOP,2,0,13.0,2,0
4,PREFLOP,2,0,25.0,2,0
7,PREFLOP,2,0,12.0,2,0
8,PREFLOP,2,0,17.5,2,0
11,PREFLOP,2,0,12.0,2,0
12,PREFLOP,2,0,12.0,2,0
14,PREFLOP,2,0,17.0,2,0
15,PREFLOP,2,0,25.0,2,0
28,PREFLOP,2,0,13.0,2,0
36,PREFLOP,1,0,43.0,1,0
37,PREFLOP,2,0,19.0,2,0
45,PREFLOP,1,0,25.0,1,0
47,PREFLOP,2,0,25.0,2,0
53,PREFLOP,2,0,42.0,2,0
59,PREFLOP,2,0,43.0,2,0
